번호,상태,기업정보,채용기간,업데이트일,채용공고명,분야,직무,경력조건,자격요건
446,마감,소다크루,2021-05-11 ~ 2021-05-31,2021-05-11,[소다기프트] 콘텐츠 디자이너 인턴 (6개월),소액해외송금,퍼블리싱/디자인(UI/UX),경력무관,"기획 의도를 이해하고, 콘텐츠 목적에 맞는 디자인 톤&매너를 제시할 수 있으신 분"
445,마감,센트비,2021-05-11 ~ 2021-05-31,2021-05-11,[센트비] Marketing Group - 파트타이머 모집,기타,기타,경력무관,OA사용 능력 - 기본적인 사용능력 가능자
444,마감,센트비,2021-06-11 ~ 2021-06-11,2021-05-11,[센트비] Marketing Group - CS매니저 모집,소액해외송금,기타,경력,영어 의사소통 가능자 우대/ 안산 혹은 김해에서 근무 가능하신 분 (김해 근무 가능자 우선순위)
443,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[경력] (주)에스앱피랩에서 함께할 iOS 앱 개발자(Swift)를 모집합니다.,보안/인증,모바일앱 개발,경력무관 >,
442,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[경력] (주)에스엔피랩에서 함께할 blockchain 개발자를 모집합니다.,보안/인증,네트워크/서버/보안,경력무관 >,
441,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[신입] (주)에스엔피랩에서 함께할 blockchain 개발자를 모집합니다.,보안/인증,네트워크/서버/보안,경력무관 >,
440,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[경력] (주)에스앤피랩과 함께할 Java / Spring 개발자를 모집합니다.,보안/인증,백엔드 개발,경력무관 >,
439,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-17,2021-05-07,[신입] (주)에스앤피랩과 함께할 Java / Spring 개발자를 모집합니다.,보안/인증,백엔드 개발,경력무관 >,
438,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[신입](주)에스앤피랩에서 UI/UX 디자이너를 모집합니다.,보안/인증,퍼블리싱/디자인(UI/UX),경력무관 >,
437,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[경력] (주)에스앤피랩과 함께할 서비스 기획자를 모집합니다.,보안/인증,기획/마케팅,경력무관 >,
436,마감,주식회사 에스앤피랩,2021-05-07 ~ 2021-05-24,2021-05-07,[경력] (주)에스앤피랩과 함께할 마케터를 모집합니다.,보안/인증,기획/마케팅,경력무관 >,
435,마감,(주)온앤오프랩,2021-05-07 ~ 2021-05-31,2021-05-07,"웹개발, 서버운영",기타,백엔드 개발,경력,개발관련 경력 필수
434,마감,재이소프트 유한회사,2021-05-07 ~ 2021-05-31,2021-05-07,[재이소프트] 디자인,로보어드바이저,퍼블리싱/디자인(UI/UX),경력무관,"체플린등 현재 트랜드에 맞는 디자인 도구를 자유자제로 사용가능, 간단한 html 및 CSS 를 통한 웹 구션가능"
433,마감,재이소프트 유한회사,2021-05-07 ~ 2021-05-31,2021-05-07,퀀트 인턴 프로그램,로보어드바이저,기타,경력무관,퀀트에 대한 강한 호기심과 컴퓨터 프로그래밍 수업 이수자(교양과목등)
432,마감,센디,2021-05-03 ~ 2021-05-31,2021-05-06,센디 기사 및 물류서비스 관리 담당자 채용,기타,기타,신입,성실하고 책임감 강한 분
431,마감,센디,2021-04-28 ~ 2021-05-28,2021-05-06,센디 물류창고 관리 담당자 채용,기타,기타,경력무관,무관 (신입도 지원 가능)(팀원급)
430,마감,,2021-04-09 ~ 2021-05-31,2021-05-06,백오피스(웹) 개발 및 운영 경력직 채용,간편결제/간편송금,백엔드 개발,경력,"개발 언어 : JAVA, JSP, javascript, JQuery"
429,마감,사고링크,2021-04-30 ~ 2021-06-29,2021-05-06,[사고링크] 프론트 엔지니어 (React / React-Native) 채용,기타,프론트엔드 개발,경력,Typescript / Javascript 를 이용한 개발이 능숙하신 분
428,마감,빅트리,2021-04-01 ~ 2021-05-31,2021-05-06,"[상반기 채용] 데이터 분석(AI, Bigdata) /웹 개발/ AWS구축",로보어드바이저,"모바일앱 개발,네트워크/서버/보안,빅데이터/AI","신입,경력",학력무관(예정자 가능)
427,마감,빅밸류,2021-05-04 ~ 2021-05-14,2021-05-06,"각 부문별 신입/경력 공개채용(연구, 개발, 사업, 경영관리)",금융 소프트웨어,"백엔드 개발,네트워크/서버/보안,빅데이터/AI,기타",경력무관 >,
426,마감,빗썸코리아,2021-03-02 ~ 2021-12-31,2021-05-04,블록체인연구 개발자,가상자산 교환·중개,네트워크/서버/보안,경력무관,"Linux (CentOS, UBuntu) 활용 및 Build 경험 있으신 분"
425,마감,빗썸코리아,2021-04-06 ~ 2021-06-05,2021-05-04,"빗썸 기획,디자인,마케팅 직군 / 경영기획팀 인턴 채용",가상자산 교환·중개,"퍼블리싱/디자인(UI/UX),기획/마케팅,기타",경력무관 >,
424,마감,빗썸코리아,2021-04-06 ~ 2021-06-04,2021-05-04,빗썸 블록체인 개발 및 보안직군 채용,가상자산 교환·중개,네트워크/서버/보안,경력무관 >,
423,마감,빗썸코리아,2021-04-06 ~ 2021-06-05,2021-05-04,빗썸 Front-End / Back-End / AOS / iOS 개발자 경력직 채용,가상자산 교환·중개,"백엔드 개발,프론트엔드 개발,모바일앱 개발",경력 >,
422,마감,빗썸코리아,2021-04-29 ~ 2021-07-03,2021-05-04,빗썸코리아 홍보팀 채용,가상자산 교환·중개,기타,경력무관,원활한 커뮤니케이션 능력을 기반으로 우호적 네트워크 형성이 가능한 자
421,마감,주식회사 부엔까미노,2021-05-04 ~ 2021-06-11,2021-05-04,[펀세이빙 플랫폼에서 Back-end 개발자를 모집합니다],"간편결제/간편송금,개인자산관리",백엔드 개발,경력,"Node.js, Nest.js, 등 서버 개발 실무 5년 이상"
420,마감,비지에프네트웍스,2021-05-03 ~ 2021-05-31,2021-05-04,주)BGF네트웍스 경력사원 공개채용,기타,"백엔드 개발,프론트엔드 개발",경력,JAVA프로그래밍 개발가능자
419,마감,비지에프네트웍스,2021-05-03 ~ 2021-05-31,2021-05-04,주)BGF네트웍스 CS담당자 채용,기타,기타,경력무관,고졸이상
418,마감,보맵,2021-05-03 ~ 2021-05-31,2021-05-04,[PO실] Product Manager(시니어 서비스기획자) 모집,인슈어테크,기획/마케팅,경력,고객 관리 혹은 상담 시스템 관련 기획/운영 경험
417,마감,보맵,2021-05-03 ~ 2021-05-31,2021-05-04,[서버팀] Java 서버(백엔드) 개발자 모집,인슈어테크,백엔드 개발,경력,웹 애플리케이션 개발/운영 경험
416,마감,보맵,2021-05-03 ~ 2021-05-31,2021-05-04,[PO실] GA보험상품 담당자 모집,인슈어테크,기타,경력,GA 영업관리자 or 보험상품설계 경력 5년 이상
415,마감,보맵,2021-05-03 ~ 2021-05-31,2021-05-04,[WEB팀] 웹 프론트엔드 개발자 모집,인슈어테크,프론트엔드 개발,경력,"한가지 이상의 javascript framework 사용 경험(React, Vue, Angular)"
414,마감,보맵,2021-05-03 ~ 2021-05-31,2021-05-04,[UX/UI팀] UXUI 디자이너 모집,인슈어테크,퍼블리싱/디자인(UI/UX),경력,모바일 UI 및 웹서비스 디자인 업무 경력 2년~8년이하
413,마감,(주)이디피랩,2021-05-02 ~ 2021-05-31,2021-05-03,Web Backend (백엔드) 개발자,"인슈어테크,금융 소프트웨어,기타","백엔드 개발,네트워크/서버/보안",경력,"3년 이상 Java, Spring framework, Node.js 등을 이용해 개발해 온 분"
412,마감,(주)이디피랩,2021-05-01 ~ 2021-06-30,2021-05-03,하이브리드 앱 App (모바일웹뷰+웹패키징) 개발자,"인슈어테크,금융 소프트웨어,기타",모바일앱 개발,경력,React-Native 활용
411,마감,주식회사 뱅큐,2021-12-01 ~ 2022-12-31,2021-04-29,[프론트개발자] 핀테크 서비스(뱅큐) 프론트 개발자 경력직,개인자산관리,프론트엔드 개발,경력,HTML/ CSS를 이해하고 업무에서 활용 가능한 분
410,마감,민앤지,2021-04-29 ~ 2021-06-19,2021-04-29,[민앤지] 모빌리티 플랫폼 기획운영/개선 담당 인턴 채용,기타,기획/마케팅,신입,모빌리티 산업에 대한 관심과 이해도가 높은 분
409,마감,민앤지,2021-04-29 ~ 2021-06-12,2021-04-29,"[민앤지] 모빌리티사업부 세일즈 (팀장급, 팀원급)",기타,기타,경력무관,"세일즈 목표 수립 및 실행안 도출, 목표 달성 유경험자"
408,마감,민앤지,2021-03-30 ~ 2021-12-31,2021-04-29,[민앤지] 모빌리티사업부 제휴영업 경력직 채용,기타,기타,경력,"모빌리티(수입차, 국산차) 제휴 영업 경험자"
407,마감,민앤지,2021-04-13 ~ 2021-12-31,2021-04-29,"[민앤지] 모빌리티사업부 퍼포먼스 마케팅 (팀장급, 팀원급)","보안/인증,기타",기획/마케팅,경력,B2C 플랫폼 퍼포먼스 마케팅 유경험자
406,마감,민앤지,2021-04-13 ~ 2021-12-31,2021-04-29,"[민앤지] 모빌리티사업부 전략기획 (팀장급, 팀원급)",보안/인증,기획/마케팅,경력,모빌리티 산업 전반에 대해 이해도가 있으신 분
405,마감,민앤지,2021-04-29 ~ 2021-06-08,2021-04-29,[민앤지] 모빌리티사업부 서비스 기획 및 운영 경력직 채용,보안/인증,기획/마케팅,경력,"주요지표, UX 개선, 구축 프로젝트 경험자"
404,마감,민앤지,2021-03-05 ~ 2021-12-31,2021-04-29,[민앤지] 시스템운영팀 경력직 채용 (DBA),보안/인증,빅데이터/AI,경력,"Oracl, Mysql(Maria) DB 서비스 운영 경험자"
403,마감,민앤지,2021-03-05 ~ 2021-12-31,2021-04-29,[민앤지] UX개발 퍼블리셔 채용,"간편결제/간편송금,보안/인증",퍼블리싱/디자인(UI/UX),경력,html5/css3/Sass/jQuery/javascript 이해 및 구현 가능한 분
402,마감,민앤지,2021-04-20 ~ 2021-12-31,2021-04-29,[민앤지] 신규플랫폼 UX/UI 시니어 디자이너(총괄 리더급),보안/인증,퍼블리싱/디자인(UI/UX),경력,IT산업 또는 모바일 서비스의 디자인 업무 10년 이상 보유자
401,마감,주식회사 마인즈랩,2021-04-28 ~ 2021-06-27,2021-04-28,(주)마인즈랩 AI 학습 전문 Training Specialist 채용,AI(RPA),빅데이터/AI,신입,정형/비정형 데이터를 막론하고 다양한 데이터에 대한 관심과 이해를 갖추신 분
400,마감,주식회사 마인즈랩,2021-04-28 ~ 2021-05-10,2021-04-28,인공지능 전문기업 (주)마인즈랩 웹 개발자 채용,AI(RPA),"백엔드 개발,프론트엔드 개발",경력,Java 개발 언어 중급 이상이신 분
399,마감,로컬플랫폼랩,2021-04-28 ~ 2021-06-24,2021-04-28,"응용프로그램개발&앱,웹개발外 모집합니다(경력 2년이상)",기타,"백엔드 개발,프론트엔드 개발",경력,클라이언트: 안드로이드 코트린 or IOS스위프트 경험자
398,마감,주식회사 스탁키퍼,2021-04-23 ~ 2021-04-30,2021-04-23,[스탁키퍼] 웹프론트 개발자 모집 (JD 첨부),"크라우드펀딩,기타",프론트엔드 개발,경력무관,하기 공고 참조
397,마감,주식회사 스탁키퍼,2021-04-23 ~ 2021-04-30,2021-04-23,[스탁키퍼] 컨텐츠 마케터 모집 (JD 첨부),"P2P 대출/온라인대출,크라우드펀딩,기타",기획/마케팅,경력무관,하기 공고 참조
396,마감,주식회사 스탁키퍼,2021-04-23 ~ 2021-04-30,2021-04-23,[스탁키퍼] 바이럴 마케터 모집 (JD 첨부),"P2P 대출/온라인대출,크라우드펀딩,기타",기획/마케팅,경력무관,하기 공고 참조
395,마감,데이터유니버스,2021-04-22 ~ 2021-06-07,2021-04-22,2021년 상반기 SW QA 엔지니어 경력 채용,보안/인증,모바일앱 개발,경력,QA 경력
394,마감,데이터유니버스,2021-04-22 ~ 2021-06-18,2021-04-22,2021년 상반기 신입/경력 퍼블리셔 채용 vue.js / web표준,보안/인증,프론트엔드 개발,"신입,경력","반응형 웹 퍼블리싱, 웹 표준 및 크로스 부라우징 경험 있으신 분"
393,마감,데이터유니버스,2021-04-22 ~ 2021-04-23,2021-04-22,2021년 상반기 신입 / 경력 서버 개발자 채용 / golang / devOps,보안/인증,네트워크/서버/보안,경력,golang 개발 경력
392,마감,데이터유니버스,2021-04-22 ~ 2021-06-18,2021-04-22,2021년 상반기 신입/경력 웹 개발자 채용/ es6 / vue.js / react,보안/인증,프론트엔드 개발,"신입,경력",vue/react 개발 경험 있으신 분
391,마감,다날,2021-04-16 ~ 2021-12-31,2021-04-22,다날 마케팅 부문 경력사원 채용,간편결제/간편송금,기획/마케팅,경력,MS Office 능숙자
390,마감,다날,2021-04-06 ~ 2021-12-31,2021-04-22,다날 시장조사 및 제안기획 신입/경력사원 모집,간편결제/간편송금,기획/마케팅,경력무관,"MS Office(Word, PPT, Excel) 활용 고급 수준의 문서 산출 역량"
389,마감,다날,2021-03-19 ~ 2021-12-31,2021-04-22,다날 경영기획부문 경력사원 채용,간편결제/간편송금,기획/마케팅,경력,4년제 대졸(경상계열) 이상
388,마감,다날,2020-12-16 ~ 2021-05-20,2021-04-22,[다날] PG 영업 경력사원 모집,간편결제/간편송금,기타,경력,"동종업계 경력 필수 (PG, VAN, 금융, 간편결제사 등)"
387,마감,닉컴퍼니,2021-04-22 ~ 2021-04-30,2021-04-22,NICLAB과 함께 성장할 금융 인공지능/데이터분석 주니어 모집,AI(RPA),빅데이터/AI,"신입,경력","컴퓨터/시스템공학, 공학계열"
386,마감,뉴지스탁,2021-04-21 ~ 2021-06-18,2021-04-21,서버 관리자 채용 (핀테크 선도기업),로보어드바이저,네트워크/서버/보안,"신입,경력",Windows / Linux OS 사용 가능자
385,마감,뉴지스탁,2021-07-07 ~ 2021-05-17,2021-04-21,웹서비스 기획자 정규직 채용 공고 - 경력,로보어드바이저,"퍼블리싱/디자인(UI/UX),기획/마케팅",경력,매사에 열정적이며 재미있게 일을 하고 싶고 재테크도 배우고 싶은 인물
384,마감,글루와,2021-04-21 ~ 2021-05-10,2021-04-21,[(주) 글루와] ASP.Net Core 웹 프로그래머,기타,프론트엔드 개발,경력,asp.net. Core/C#
383,마감,글루와,2021-04-21 ~ 2021-05-10,2021-04-21,[(주) 글루와] 웹프로그래머 채용,기타,백엔드 개발,경력,Java+ MVC(spring) 경험자
382,마감,글로벌머니익스프레스,2021-04-21 ~ 2021-06-14,2021-04-21,영업 관리/지원 정규직 채용 (경력무관),소액해외송금,기타,경력무관,고교졸업 이상(예정자 가능)
381,마감,글로벌머니익스프레스,2021-04-21 ~ 2021-06-14,2021-04-21,영업 지원 정규직 채용 (경력무관),소액해외송금,기타,경력무관,고졸 이상
380,마감,글로벌머니익스프레스,2021-04-21 ~ 2021-04-30,2021-04-21,IT 개발직군외 채용,소액해외송금,"백엔드 개발,프론트엔드 개발,모바일앱 개발,퍼블리싱/디자인(UI/UX),네트워크/서버/보안,빅데이터/AI,기획/마케팅,기타",경력무관,포지션별 상이
379,마감,고트레인,2021-04-21 ~ 2021-06-11,2021-04-21,[정규직] 유튜브 촬영 경력무관 채용,기타,기타,신입,무관
378,마감,,2021-04-21 ~ 2021-05-03,2021-04-21,[효성 계열사] PG 전자결제 빌링/어드민 개발자 모집,간편결제/간편송금,백엔드 개발,경력무관,초대졸 이상
377,마감,,2021-04-21 ~ 2021-05-05,2021-04-21,[효성 계열사] 정보보호 관리 담당자 모집,기타,기타,경력,"정보보안전공, SIS, 보안기사 등"
376,마감,(주)온앤오프랩,2021-04-16 ~ 2021-04-30,2021-04-19,"CX (Customer Experience) ,서비스 운영","개인자산관리,기타",기타,경력무관,해당없음
375,마감,,2021-04-14 ~ 2021-04-21,2021-04-14,[효성 계열사] 모바일 App 서비스 마케팅 담당자 모집,간편결제/간편송금,기획/마케팅,경력,초대졸 이상
374,마감,,2021-04-14 ~ 2021-04-16,2021-04-14,[효성 계열사] 네트워크 운영 담당자 모집,간편결제/간편송금,네트워크/서버/보안,경력무관,직무관련 전공 학위 취득자 및 21년 2월 졸업 예정자
373,마감,,2021-04-14 ~ 2021-04-23,2021-04-14,[효성 계열사] JAVA 개발자 모집,간편결제/간편송금,"백엔드 개발,네트워크/서버/보안",경력,대졸 이상
372,마감,NHN한국사이버결제,2021-03-24 ~ 2021-12-31,2021-04-14,NHN한국사이버결제(주) 리스크 관리팀 민원 처리 담당자 모집,간편결제/간편송금,기타,"신입,경력",동종업계(PC) 민원 담당자
371,마감,스몰티켓,2021-04-12 ~ 2021-04-29,2021-04-13,Frontend 개발자 경력 채용 공고(정규직),인슈어테크,프론트엔드 개발,경력,"Node, Express 개발 경험"
370,마감,스몰티켓,2021-04-12 ~ 2021-05-30,2021-04-12,UI/UX 디자이너 경력 채용 공고(정규직),인슈어테크,퍼블리싱/디자인(UI/UX),경력,앱 또는 웹 UI/UX 디자인 업무 경력 5년 이상
369,마감,스몰티켓,2021-04-12 ~ 2021-04-23,2021-04-12,Backend 개발자 경력 채용 공고(정규직),인슈어테크,백엔드 개발,경력,"Java 기반 백앤드 시스템, REST API 개발 3년 이상 경력"
368,마감,스몰티켓,2021-04-12 ~ 2021-05-30,2021-04-12,2021년 상반기 보험 컨설팅·서무 경력직 모집 공고,인슈어테크,기획/마케팅,경력,"영어능통자, 해당직무 근무경험"
